TilausID,Tilauspäivä,AsiakasID,TuoteID,Tuote,Tuoteryhmä,Määrä,Yksikköhinta,Alennus_prosentti,Myynti,Kustannus,Kate,Kaupunki,Myyntikanava,Maksutapa
T01060,2026-01-07,A0362,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,15,76.42,47.00,29.42,Seinäjoki,Google,Kortti
T01061,2025-07-20,A0143,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Seinäjoki,Sähköposti,MobilePay
T01062,2026-07-20,A0350,P004,USB-C-laturi,Elektroniikka,1,29.90,0,29.90,11.50,18.40,Seinäjoki,Google,Kortti
T01063,2025-05-12,A0292,P012,Hierontapallo,Hyvinvointi,1,19.90,0,19.90,6.50,13.40,Tampere,Sosiaalinen media,MobilePay
T01064,2025-01-24,A0349,P012,Hierontapallo,Hyvinvointi,1,19.90,5,18.90,6.50,12.40,Vaasa,Sähköposti,Kortti
T01065,2026-03-14,A0438,P011,Joogamatto,Hyvinvointi,1,39.90,5,37.90,16.00,21.90,Oulu,Sähköposti,PayPal
T01066,2025-10-08,A0186,P002,Bluetooth-kaiutin,Elektroniikka,2,69.90,0,139.80,70.00,69.80,Vaasa,Verkkokauppa,MobilePay
T01067,2025-02-18,A0162,P005,Kannettavan teline,Työpiste,3,54.90,0,164.70,75.00,89.70,Helsinki,Sähköposti,MobilePay
T01068,2025-12-09,A0378,P002,Bluetooth-kaiutin,Elektroniikka,2,69.90,10,125.82,70.00,55.82,Tampere,Sähköposti,Kortti
T01069,2025-09-13,A0321,P004,USB-C-laturi,Elektroniikka,1,29.90,0,29.90,11.50,18.40,Espoo,Verkkokauppa,PayPal
T01070,2026-03-19,A0172,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,10,22.41,8.50,13.91,Turku,Google,Kortti
T01071,2026-04-30,A0421,P004,USB-C-laturi,Elektroniikka,3,29.90,10,80.73,34.50,46.23,Oulu,Google,Kortti
T01072,2026-03-26,A0064,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,0,24.90,8.50,16.40,Espoo,Verkkokauppa,Kortti
T01073,2026-01-22,A0401,P006,Langaton hiiri,Työpiste,2,39.90,5,75.81,34.00,41.81,Vantaa,Verkkokauppa,PayPal
T01074,2025-02-26,A0053,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Helsinki,Verkkokauppa,Verkkopankki
T01075,2026-01-26,A0120,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,10,89.91,52.00,37.91,Seinäjoki,Verkkokauppa,PayPal
T01076,2026-01-29,A0318,P008,LED-pöytävalaisin,Koti,2,44.90,10,80.82,40.00,40.82,Espoo,Sosiaalinen media,Kortti
T01077,2026-04-10,A0053,P009,Termospullo,Koti,1,32.90,0,32.90,13.50,19.40,Helsinki,Verkkokauppa,MobilePay
T01078,2025-05-10,A0247,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Seinäjoki,Sähköposti,MobilePay
T01079,2025-09-06,A0160,P003,Älykello,Elektroniikka,2,129.90,0,259.80,144.00,115.80,Seinäjoki,Sähköposti,Verkkopankki
T01080,2025-11-15,A0076,P010,Kahvimylly,Koti,2,59.90,10,107.82,58.00,49.82,Kuopio,Sosiaalinen media,Verkkopankki
T01081,2025-10-26,A0337,P006,Langaton hiiri,Työpiste,3,39.90,0,119.70,51.00,68.70,Vantaa,Verkkokauppa,MobilePay
T01082,2026-06-04,A0217,P014,Reppu 20L,Asusteet,2,64.90,10,116.82,62.00,54.82,Oulu,Google,MobilePay
T01083,2025-07-26,A0244,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,0,24.90,8.50,16.40,Kuopio,Sosiaalinen media,Verkkopankki
T01084,2025-11-03,A0449,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,0,99.90,52.00,47.90,Helsinki,Sähköposti,MobilePay
T01085,2025-01-04,A0320,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Tampere,Google,PayPal
T01086,2025-12-06,A0095,P013,Vastuskuminauhasetti,Hyvinvointi,2,24.90,0,49.80,17.00,32.80,Helsinki,Sosiaalinen media,Kortti
T01087,2025-03-17,A0149,P006,Langaton hiiri,Työpiste,1,39.90,0,39.90,17.00,22.90,Kuopio,Google,Verkkopankki
T01088,2025-02-14,A0113,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,0,89.90,47.00,42.90,Turku,Google,Verkkopankki
T01089,2026-07-22,A0432,P004,USB-C-laturi,Elektroniikka,1,29.90,0,29.90,11.50,18.40,Turku,Verkkokauppa,Kortti
T01090,2025-05-21,A0174,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,10,89.91,52.00,37.91,Tampere,Sosiaalinen media,PayPal
T01091,2025-09-03,A0270,P006,Langaton hiiri,Työpiste,2,39.90,5,75.81,34.00,41.81,Seinäjoki,Sähköposti,Kortti
T01092,2025-05-02,A0098,P003,Älykello,Elektroniikka,2,129.90,0,259.80,144.00,115.80,Tampere,Sähköposti,Verkkopankki
T01093,2025-11-22,A0024,P010,Kahvimylly,Koti,1,59.90,5,56.90,29.00,27.90,Seinäjoki,Google,Verkkopankki
T01094,2025-06-02,A0144,P006,Langaton hiiri,Työpiste,1,39.90,5,37.90,17.00,20.90,Vantaa,Sähköposti,MobilePay
T01095,2025-03-25,A0034,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,5,23.65,8.50,15.15,Vantaa,Sähköposti,Verkkopankki
T01096,2026-05-26,A0192,P009,Termospullo,Koti,1,32.90,0,32.90,13.50,19.40,Vaasa,Sähköposti,PayPal
T01097,2026-05-01,A0405,P005,Kannettavan teline,Työpiste,1,54.90,5,52.15,25.00,27.15,Seinäjoki,Verkkokauppa,MobilePay
T01098,2025-08-13,A0203,P015,Laptop-suojatasku,Asusteet,1,34.90,10,31.41,14.00,17.41,Tampere,Sosiaalinen media,PayPal
T01099,2026-01-22,A0131,P010,Kahvimylly,Koti,1,59.90,10,53.91,29.00,24.91,Vaasa,Verkkokauppa,MobilePay
T01100,2025-03-28,A0299,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Helsinki,Sähköposti,Verkkopankki
T01101,2026-03-13,A0412,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Kuopio,Sosiaalinen media,Verkkopankki
T01102,2026-01-27,A0331,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,0,89.90,47.00,42.90,Espoo,Sosiaalinen media,Kortti
T01103,2025-10-29,A0041,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Turku,Google,Kortti
T01104,2025-05-02,A0171,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Tampere,Sosiaalinen media,Verkkopankki
T01105,2025-11-06,A0141,P012,Hierontapallo,Hyvinvointi,2,19.90,5,37.81,13.00,24.81,Tampere,Google,Verkkopankki
T01106,2025-01-09,A0401,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,10,22.41,8.50,13.91,Jyväskylä,Sähköposti,Kortti
T01107,2026-04-29,A0077,P011,Joogamatto,Hyvinvointi,1,39.90,10,35.91,16.00,19.91,Jyväskylä,Google,MobilePay
T01108,2025-08-03,A0283,P008,LED-pöytävalaisin,Koti,1,44.90,5,42.65,20.00,22.65,Kuopio,Sähköposti,Verkkopankki
T01109,2025-03-29,A0358,P006,Langaton hiiri,Työpiste,2,39.90,0,79.80,34.00,45.80,Jyväskylä,Google,PayPal
T01110,2026-04-06,A0296,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Vantaa,Sosiaalinen media,Kortti
T01111,2026-05-27,A0116,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,0,24.90,8.50,16.40,Jyväskylä,Sähköposti,PayPal
T01112,2026-07-05,A0403,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Helsinki,Google,MobilePay
T01113,2025-12-05,A0312,P010,Kahvimylly,Koti,1,59.90,5,56.90,29.00,27.90,Seinäjoki,Sähköposti,PayPal
T01114,2025-07-29,A0244,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,0,99.90,52.00,47.90,Espoo,Sosiaalinen media,PayPal
T01115,2025-11-08,A0091,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,5,66.41,35.00,31.41,Helsinki,Sähköposti,Kortti
T01116,2025-07-11,A0146,P004,USB-C-laturi,Elektroniikka,1,29.90,15,25.41,11.50,13.91,Tampere,Google,Verkkopankki
T01117,2026-06-21,A0006,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Vantaa,Sosiaalinen media,PayPal
T01118,2026-02-05,A0215,P003,Älykello,Elektroniikka,4,129.90,0,519.60,288.00,231.60,Kuopio,Verkkokauppa,PayPal
T01119,2025-07-31,A0419,P003,Älykello,Elektroniikka,2,129.90,0,259.80,144.00,115.80,Kuopio,Google,Verkkopankki
T01120,2025-07-27,A0104,P009,Termospullo,Koti,2,32.90,0,65.80,27.00,38.80,Helsinki,Google,PayPal
T01121,2025-03-07,A0270,P014,Reppu 20L,Asusteet,1,64.90,10,58.41,31.00,27.41,Oulu,Sähköposti,PayPal
T01122,2026-04-19,A0331,P010,Kahvimylly,Koti,1,59.90,0,59.90,29.00,30.90,Kuopio,Sosiaalinen media,Verkkopankki
T01123,2026-02-05,A0213,P010,Kahvimylly,Koti,2,59.90,10,107.82,58.00,49.82,Tampere,Google,PayPal
T01124,2026-04-14,A0292,P007,Mekaaninen näppäimistö,Työpiste,3,99.90,0,299.70,156.00,143.70,Espoo,Sähköposti,Kortti
T01125,2025-09-03,A0322,P015,Laptop-suojatasku,Asusteet,2,34.90,0,69.80,28.00,41.80,Vaasa,Sosiaalinen media,Kortti
T01126,2025-08-11,A0284,P015,Laptop-suojatasku,Asusteet,1,34.90,20,27.92,14.00,13.92,Espoo,Sosiaalinen media,Kortti
T01127,2025-04-18,A0231,P009,Termospullo,Koti,2,32.90,0,65.80,27.00,38.80,Vantaa,Sosiaalinen media,MobilePay
T01128,2026-06-03,A0356,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,0,89.90,47.00,42.90,Kuopio,Sähköposti,Verkkopankki
T01129,2026-02-13,A0129,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Espoo,Google,Verkkopankki
T01130,2026-04-21,A0337,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Tampere,Sähköposti,MobilePay
T01131,2026-04-28,A0430,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Helsinki,Verkkokauppa,MobilePay
T01132,2025-10-29,A0040,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Helsinki,Sosiaalinen media,MobilePay
T01133,2026-03-28,A0346,P006,Langaton hiiri,Työpiste,1,39.90,5,37.90,17.00,20.90,Vaasa,Google,PayPal
T01134,2025-02-18,A0340,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Espoo,Sähköposti,Verkkopankki
T01135,2026-03-31,A0194,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,0,89.90,47.00,42.90,Tampere,Google,Verkkopankki
T01136,2025-09-02,A0008,P004,USB-C-laturi,Elektroniikka,1,29.90,0,29.90,11.50,18.40,Oulu,Google,Kortti
T01137,2025-08-14,A0341,P015,Laptop-suojatasku,Asusteet,1,34.90,10,31.41,14.00,17.41,Vantaa,Google,Kortti
T01138,2026-03-02,A0288,P009,Termospullo,Koti,1,32.90,0,32.90,13.50,19.40,Tampere,Google,PayPal
T01139,2026-03-15,A0166,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Vantaa,Verkkokauppa,PayPal
T01140,2025-11-20,A0034,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,0,89.90,47.00,42.90,Turku,Sosiaalinen media,Kortti
T01141,2025-03-10,A0307,P015,Laptop-suojatasku,Asusteet,1,34.90,0,34.90,14.00,20.90,Kuopio,Verkkokauppa,MobilePay
T01142,2025-09-15,A0357,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,20,55.92,35.00,20.92,Jyväskylä,Google,Verkkopankki
T01143,2025-06-29,A0436,P011,Joogamatto,Hyvinvointi,2,39.90,5,75.81,32.00,43.81,Kuopio,Verkkokauppa,Verkkopankki
T01144,2025-01-19,A0262,P010,Kahvimylly,Koti,3,59.90,0,179.70,87.00,92.70,Tampere,Verkkokauppa,MobilePay
T01145,2025-01-22,A0122,P010,Kahvimylly,Koti,2,59.90,0,119.80,58.00,61.80,Jyväskylä,Google,Kortti
T01146,2025-03-03,A0078,P003,Älykello,Elektroniikka,1,129.90,0,129.90,72.00,57.90,Jyväskylä,Google,Kortti
T01147,2025-09-01,A0228,P015,Laptop-suojatasku,Asusteet,2,34.90,20,55.84,28.00,27.84,Oulu,Google,Verkkopankki
T01148,2025-11-22,A0406,P011,Joogamatto,Hyvinvointi,2,39.90,0,79.80,32.00,47.80,Jyväskylä,Sosiaalinen media,Kortti
T01149,2025-08-23,A0106,P014,Reppu 20L,Asusteet,2,64.90,0,129.80,62.00,67.80,Vaasa,Verkkokauppa,MobilePay
T01150,2025-08-16,A0094,P010,Kahvimylly,Koti,2,59.90,0,119.80,58.00,61.80,Kuopio,Verkkokauppa,Kortti
T01151,2026-05-19,A0073,P002,Bluetooth-kaiutin,Elektroniikka,3,69.90,0,209.70,105.00,104.70,Tampere,Google,Kortti
T01152,2025-06-27,A0105,P010,Kahvimylly,Koti,1,59.90,10,53.91,29.00,24.91,Tampere,Verkkokauppa,PayPal
T01153,2026-04-24,A0218,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Vantaa,Google,Verkkopankki
T01154,2025-10-20,A0140,P010,Kahvimylly,Koti,1,59.90,5,56.90,29.00,27.90,Kuopio,Verkkokauppa,Verkkopankki
T01155,2026-02-12,A0259,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,0,99.90,52.00,47.90,Seinäjoki,Sähköposti,MobilePay
T01156,2026-05-09,A0043,P001,Langattomat kuulokkeet,Elektroniikka,2,89.90,0,179.80,94.00,85.80,Turku,Google,MobilePay
T01157,2025-09-21,A0193,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,0,99.90,52.00,47.90,Vaasa,Sähköposti,Kortti
T01158,2025-12-08,A0098,P003,Älykello,Elektroniikka,2,129.90,0,259.80,144.00,115.80,Helsinki,Verkkokauppa,Verkkopankki
T01159,2026-05-19,A0381,P007,Mekaaninen näppäimistö,Työpiste,3,99.90,15,254.75,156.00,98.75,Oulu,Sähköposti,PayPal
T01160,2025-11-12,A0020,P011,Joogamatto,Hyvinvointi,4,39.90,0,159.60,64.00,95.60,Espoo,Sähköposti,MobilePay
T01161,2025-07-18,A0385,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,0,24.90,8.50,16.40,Oulu,Sähköposti,Verkkopankki
T01162,2025-03-01,A0127,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Tampere,Sähköposti,Kortti
T01163,2026-01-06,A0341,P011,Joogamatto,Hyvinvointi,2,39.90,0,79.80,32.00,47.80,Vantaa,Sosiaalinen media,PayPal
T01164,2025-05-31,A0340,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Vantaa,Verkkokauppa,Kortti
T01165,2025-04-05,A0362,P011,Joogamatto,Hyvinvointi,2,39.90,0,79.80,32.00,47.80,Seinäjoki,Verkkokauppa,MobilePay
T01166,2026-03-10,A0155,P003,Älykello,Elektroniikka,2,129.90,0,259.80,144.00,115.80,Vaasa,Sähköposti,Verkkopankki
T01167,2026-02-26,A0046,P013,Vastuskuminauhasetti,Hyvinvointi,2,24.90,5,47.31,17.00,30.31,Espoo,Sosiaalinen media,MobilePay
T01168,2025-10-03,A0358,P012,Hierontapallo,Hyvinvointi,1,19.90,5,18.90,6.50,12.40,Turku,Verkkokauppa,MobilePay
T01169,2026-05-19,A0214,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,10,80.91,47.00,33.91,Vaasa,Sähköposti,Verkkopankki
T01170,2026-03-18,A0069,P003,Älykello,Elektroniikka,1,129.90,0,129.90,72.00,57.90,Tampere,Sähköposti,MobilePay
T01171,2026-05-30,A0096,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,10,62.91,35.00,27.91,Tampere,Verkkokauppa,MobilePay
T01172,2025-07-16,A0226,P005,Kannettavan teline,Työpiste,4,54.90,10,197.64,100.00,97.64,Seinäjoki,Verkkokauppa,MobilePay
T01173,2025-03-23,A0033,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Oulu,Verkkokauppa,MobilePay
T01174,2026-05-05,A0032,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Turku,Verkkokauppa,Kortti
T01175,2025-04-10,A0309,P004,USB-C-laturi,Elektroniikka,1,29.90,0,29.90,11.50,18.40,Vaasa,Sosiaalinen media,PayPal
T01176,2026-04-30,A0190,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,0,24.90,8.50,16.40,Oulu,Sosiaalinen media,MobilePay
T01177,2026-01-05,A0183,P011,Joogamatto,Hyvinvointi,1,39.90,5,37.90,16.00,21.90,Oulu,Verkkokauppa,Kortti
T01178,2026-04-13,A0072,P014,Reppu 20L,Asusteet,2,64.90,5,123.31,62.00,61.31,Helsinki,Verkkokauppa,Verkkopankki
T01179,2025-09-12,A0446,P006,Langaton hiiri,Työpiste,1,39.90,5,37.90,17.00,20.90,Kuopio,Sähköposti,MobilePay
T01180,2025-01-04,A0009,P011,Joogamatto,Hyvinvointi,3,39.90,10,107.73,48.00,59.73,Oulu,Verkkokauppa,Verkkopankki
T01181,2026-03-31,A0314,P004,USB-C-laturi,Elektroniikka,1,29.90,0,29.90,11.50,18.40,Espoo,Sosiaalinen media,PayPal
T01182,2026-05-03,A0376,P011,Joogamatto,Hyvinvointi,2,39.90,15,67.83,32.00,35.83,Jyväskylä,Sosiaalinen media,MobilePay
T01183,2025-05-27,A0439,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Vaasa,Verkkokauppa,MobilePay
T01184,2026-05-25,A0281,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,10,22.41,8.50,13.91,Kuopio,Google,PayPal
T01185,2025-04-29,A0109,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Vantaa,Verkkokauppa,Kortti
T01186,2026-03-22,A0168,P012,Hierontapallo,Hyvinvointi,1,19.90,15,16.91,6.50,10.41,Jyväskylä,Sosiaalinen media,MobilePay
T01187,2025-09-21,A0064,P011,Joogamatto,Hyvinvointi,1,39.90,15,33.91,16.00,17.91,Vantaa,Sähköposti,Kortti
T01188,2025-12-07,A0308,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Espoo,Sosiaalinen media,PayPal
T01189,2026-01-26,A0439,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Jyväskylä,Google,MobilePay
T01190,2025-09-23,A0175,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Seinäjoki,Google,Kortti
T01191,2026-01-12,A0296,P003,Älykello,Elektroniikka,2,129.90,15,220.83,144.00,76.83,Helsinki,Sosiaalinen media,Kortti
T01192,2026-07-03,A0164,P004,USB-C-laturi,Elektroniikka,2,29.90,20,47.84,23.00,24.84,Oulu,Google,MobilePay
T01193,2025-04-20,A0162,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,10,89.91,52.00,37.91,Vantaa,Sosiaalinen media,MobilePay
T01194,2026-05-27,A0075,P011,Joogamatto,Hyvinvointi,1,39.90,5,37.90,16.00,21.90,Helsinki,Sosiaalinen media,Verkkopankki
T01195,2026-05-30,A0362,P012,Hierontapallo,Hyvinvointi,1,19.90,20,15.92,6.50,9.42,Seinäjoki,Sähköposti,MobilePay
T01196,2026-05-22,A0415,P005,Kannettavan teline,Työpiste,2,54.90,0,109.80,50.00,59.80,Oulu,Google,MobilePay
T01197,2025-08-19,A0398,P012,Hierontapallo,Hyvinvointi,2,19.90,15,33.83,13.00,20.83,Vantaa,Sähköposti,PayPal
T01198,2025-11-03,A0012,P014,Reppu 20L,Asusteet,1,64.90,10,58.41,31.00,27.41,Vaasa,Sähköposti,Verkkopankki
T01199,2026-03-09,A0201,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Jyväskylä,Verkkokauppa,Verkkopankki
T01200,2025-10-17,A0281,P012,Hierontapallo,Hyvinvointi,3,19.90,5,56.71,19.50,37.21,Jyväskylä,Verkkokauppa,MobilePay
T01201,2025-11-28,A0028,P013,Vastuskuminauhasetti,Hyvinvointi,2,24.90,10,44.82,17.00,27.82,Turku,Sähköposti,MobilePay
T01202,2025-05-21,A0075,P008,LED-pöytävalaisin,Koti,2,44.90,0,89.80,40.00,49.80,Tampere,Google,MobilePay
T01203,2025-01-10,A0348,P006,Langaton hiiri,Työpiste,2,39.90,0,79.80,34.00,45.80,Vantaa,Sähköposti,PayPal
T01204,2025-06-22,A0243,P015,Laptop-suojatasku,Asusteet,1,34.90,0,34.90,14.00,20.90,Vantaa,Verkkokauppa,Kortti
T01205,2026-06-12,A0077,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Jyväskylä,Google,Kortti
T01206,2025-05-02,A0306,P004,USB-C-laturi,Elektroniikka,1,29.90,0,29.90,11.50,18.40,Vantaa,Sähköposti,Kortti
T01207,2026-04-20,A0324,P014,Reppu 20L,Asusteet,2,64.90,0,129.80,62.00,67.80,Kuopio,Sosiaalinen media,Kortti
T01208,2025-05-03,A0343,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Vaasa,Google,Kortti
T01209,2026-05-07,A0304,P005,Kannettavan teline,Työpiste,2,54.90,0,109.80,50.00,59.80,Vantaa,Sähköposti,PayPal
T01210,2026-03-21,A0033,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Vaasa,Google,PayPal
T01211,2025-01-21,A0416,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,0,99.90,52.00,47.90,Vaasa,Sähköposti,Kortti
T01212,2026-06-16,A0405,P014,Reppu 20L,Asusteet,1,64.90,5,61.66,31.00,30.66,Espoo,Google,Kortti
T01213,2025-07-05,A0285,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Kuopio,Sosiaalinen media,Kortti
T01214,2025-02-10,A0045,P003,Älykello,Elektroniikka,1,129.90,5,123.41,72.00,51.41,Vaasa,Sosiaalinen media,Kortti
T01215,2025-03-28,A0279,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Vantaa,Sähköposti,Kortti
T01216,2025-09-12,A0401,P005,Kannettavan teline,Työpiste,1,54.90,15,46.66,25.00,21.66,Turku,Sähköposti,MobilePay
T01217,2026-05-18,A0181,P012,Hierontapallo,Hyvinvointi,1,19.90,15,16.91,6.50,10.41,Seinäjoki,Google,Kortti
T01218,2025-02-15,A0439,P004,USB-C-laturi,Elektroniikka,1,29.90,0,29.90,11.50,18.40,Tampere,Google,MobilePay
T01219,2026-01-03,A0039,P005,Kannettavan teline,Työpiste,1,54.90,5,52.15,25.00,27.15,Vaasa,Sosiaalinen media,Verkkopankki
T01220,2026-01-26,A0043,P011,Joogamatto,Hyvinvointi,3,39.90,0,119.70,48.00,71.70,Turku,Sähköposti,MobilePay
T01221,2026-07-03,A0325,P004,USB-C-laturi,Elektroniikka,1,29.90,5,28.40,11.50,16.90,Tampere,Sosiaalinen media,MobilePay
T01222,2026-03-06,A0223,P014,Reppu 20L,Asusteet,1,64.90,20,51.92,31.00,20.92,Jyväskylä,Verkkokauppa,MobilePay
T01223,2025-03-21,A0281,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Jyväskylä,Verkkokauppa,Verkkopankki
T01224,2025-04-02,A0075,P006,Langaton hiiri,Työpiste,3,39.90,10,107.73,51.00,56.73,Tampere,Sosiaalinen media,Kortti
T01225,2025-04-11,A0054,P007,Mekaaninen näppäimistö,Työpiste,3,99.90,0,299.70,156.00,143.70,Espoo,Google,Verkkopankki
T01226,2026-05-17,A0444,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,5,66.41,35.00,31.41,Turku,Sosiaalinen media,Kortti
T01227,2025-02-19,A0093,P003,Älykello,Elektroniikka,1,129.90,10,116.91,72.00,44.91,Oulu,Sähköposti,PayPal
T01228,2025-05-11,A0080,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Vantaa,Google,PayPal
T01229,2025-10-01,A0190,P001,Langattomat kuulokkeet,Elektroniikka,3,89.90,5,256.22,141.00,115.22,Tampere,Sähköposti,PayPal
T01230,2025-07-07,A0258,P008,LED-pöytävalaisin,Koti,4,44.90,10,161.64,80.00,81.64,Turku,Sosiaalinen media,PayPal
T01231,2026-06-18,A0157,P012,Hierontapallo,Hyvinvointi,2,19.90,10,35.82,13.00,22.82,Espoo,Sosiaalinen media,PayPal
T01232,2025-11-17,A0374,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Tampere,Verkkokauppa,MobilePay
T01233,2025-02-28,A0253,P002,Bluetooth-kaiutin,Elektroniikka,2,69.90,0,139.80,70.00,69.80,Helsinki,Sähköposti,MobilePay
T01234,2026-05-07,A0273,P008,LED-pöytävalaisin,Koti,1,44.90,20,35.92,20.00,15.92,Espoo,Sähköposti,Kortti
T01235,2025-07-14,A0218,P015,Laptop-suojatasku,Asusteet,2,34.90,0,69.80,28.00,41.80,Vaasa,Sosiaalinen media,MobilePay
T01236,2026-06-25,A0087,P011,Joogamatto,Hyvinvointi,1,39.90,5,37.90,16.00,21.90,Vaasa,Google,MobilePay
T01237,2025-03-18,A0027,P006,Langaton hiiri,Työpiste,2,39.90,0,79.80,34.00,45.80,Jyväskylä,Sähköposti,PayPal
T01238,2025-06-24,A0348,P006,Langaton hiiri,Työpiste,3,39.90,0,119.70,51.00,68.70,Tampere,Verkkokauppa,Verkkopankki
T01239,2025-11-03,A0378,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Seinäjoki,Sähköposti,MobilePay
T01240,2025-11-09,A0423,P015,Laptop-suojatasku,Asusteet,3,34.90,5,99.46,42.00,57.46,Helsinki,Sähköposti,PayPal
T01241,2025-02-28,A0153,P006,Langaton hiiri,Työpiste,1,39.90,0,39.90,17.00,22.90,Oulu,Verkkokauppa,Kortti
T01242,2025-12-25,A0005,P015,Laptop-suojatasku,Asusteet,2,34.90,0,69.80,28.00,41.80,Espoo,Sähköposti,PayPal
T01243,2025-07-22,A0211,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,15,59.42,35.00,24.42,Espoo,Sähköposti,Kortti
T01244,2025-06-09,A0203,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,0,24.90,8.50,16.40,Oulu,Sosiaalinen media,Verkkopankki
T01245,2026-03-15,A0056,P015,Laptop-suojatasku,Asusteet,1,34.90,10,31.41,14.00,17.41,Kuopio,Sähköposti,MobilePay
T01246,2025-05-24,A0446,P006,Langaton hiiri,Työpiste,2,39.90,0,79.80,34.00,45.80,Tampere,Verkkokauppa,MobilePay
T01247,2025-10-19,A0170,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,0,89.90,47.00,42.90,Helsinki,Google,MobilePay
